Age,Gender,MaritalStatus,Attrition,BusinessTravel,Department,JobRole,EducationField,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,NumCompaniesWorked,PerformanceRating
33,Male,Married,Yes,Travel_Rarely,"Research & Development",Manager,Medical,15,582,2,56,1277,24619,13610,3,3,7,3
33,Male,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,10,584,1,38,587,6705,3408,1,1,7,3
30,Male,Single,No,Travel_Rarely,Sales,"Sales Representative",Marketing,7,585,4,57,413,18398,2983,3,1,0,3
35,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",16,586,4,72,1276,14295,7632,3,3,4,3
31,Male,Married,Yes,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",20,587,1,66,534,22908,9824,3,3,3,3
34,Female,Divorced,Yes,Travel_Frequently,"Human Resources","Human Resources","Human Resources",23,590,2,43,988,11533,9950,3,3,9,3
42,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician",Other,5,591,2,97,1474,9260,2093,3,1,4,3
36,Male,Single,No,Non-Travel,Sales,"Sales Executive",Medical,10,592,2,32,635,15318,9980,3,3,1,3
22,Male,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Technical Degree",4,593,3,99,1368,9129,3894,2,1,5,3
48,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,595,2,37,163,19658,4051,3,2,2,3
55,Female,Single,No,Travel_Rarely,Sales,Manager,"Life Sciences",18,597,1,83,1117,9873,16835,3,4,3,4
41,Male,Single,No,Non-Travel,Sales,"Sales Executive","Life Sciences",10,599,4,56,267,13430,6230,3,2,7,3
35,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,1,600,2,85,619,18659,4717,3,2,9,3
40,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",6,601,2,75,302,20364,13237,3,4,7,3
39,Female,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",8,602,3,48,443,17872,3755,3,1,1,3
31,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",2,604,2,77,828,8346,6582,3,2,4,3
42,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,24,605,4,56,319,6950,7406,3,3,1,4
45,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Other,2,606,4,61,561,16177,4805,3,2,0,3
26,Female,Divorced,Yes,Travel_Frequently,"Human Resources","Human Resources","Life Sciences",17,608,2,58,426,22808,2741,3,1,0,3
29,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",19,611,4,34,232,22645,4262,3,2,4,3
33,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,612,1,95,922,22578,16184,4,4,4,3
31,Male,Divorced,No,Travel_Rarely,Sales,Manager,"Life Sciences",7,613,3,44,688,25291,11557,2,3,9,4
18,Male,Single,Yes,Travel_Frequently,Sales,"Sales Representative",Marketing,5,614,2,69,1306,8059,1878,3,1,1,3
40,Male,Divorced,No,Non-Travel,Sales,"Sales Executive",Other,28,615,3,58,1094,11373,10932,1,3,3,3
41,Female,Single,No,Non-Travel,"Research & Development","Healthcare Representative",Other,2,616,1,62,509,2112,6811,2,2,2,3
26,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Medical,29,618,1,45,775,4267,4306,3,2,5,3
35,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,1,620,1,80,195,6698,4859,3,2,1,3
34,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",21,621,4,74,258,19921,5337,4,2,1,3
26,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",24,622,3,66,471,23213,2340,1,1,1,3
37,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",1,623,2,59,799,23848,7491,3,3,4,3
46,Female,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative",Medical,18,624,1,86,1034,8984,10527,3,3,5,3
41,Female,Married,No,Travel_Rarely,Sales,Manager,"Life Sciences",2,625,2,91,1276,5626,16595,3,4,7,3
37,Male,Divorced,No,Non-Travel,Sales,"Sales Executive",Medical,9,626,1,69,142,24666,8834,3,3,1,3
52,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",6,630,4,78,956,22087,5577,3,2,3,3
32,Male,Married,Yes,Non-Travel,Sales,"Sales Executive",Other,11,631,4,60,1474,23914,4707,4,2,8,3
24,Male,Married,No,Travel_Frequently,Sales,"Sales Representative",Medical,24,632,4,38,535,5530,2400,3,1,0,3
38,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,10,634,3,76,1495,22174,9824,3,2,3,3
37,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,635,2,65,446,15701,6447,3,2,6,3
49,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",18,638,4,58,1245,2125,19502,2,5,1,3
24,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,23,639,2,89,691,21630,2725,4,1,1,3
26,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,28,641,1,66,703,7428,6272,3,2,1,4
24,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,17,643,4,94,823,9100,2127,2,1,1,4
50,Male,Married,No,Travel_Frequently,"Human Resources",Manager,Medical,3,644,1,99,1246,7999,18200,3,5,1,3
25,Male,Married,No,Travel_Rarely,Sales,"Sales Representative",Medical,13,645,2,40,622,26376,2096,3,1,1,3
24,Female,Married,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",7,647,1,55,1287,14168,2886,3,1,1,3
30,Male,Married,Yes,Travel_Frequently,Sales,"Sales Representative","Life Sciences",12,648,2,74,448,14470,2033,2,1,1,3
34,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,649,2,83,254,22794,3622,2,1,1,3
31,Male,Divorced,Yes,Travel_Rarely,Sales,"Sales Executive",Medical,13,650,2,46,1365,11512,4233,3,2,2,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,25,652,1,54,538,14004,3681,2,2,4,3
31,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Medical,6,653,1,66,525,6219,5460,4,2,4,4
27,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,6,655,1,66,798,5013,2187,2,1,0,3
37,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,656,4,75,558,3010,9602,3,2,4,3
20,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,657,4,83,959,11757,2836,2,1,1,3
42,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",2,659,3,81,622,5718,4089,3,2,1,3
43,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Other,6,661,2,50,782,2671,16627,2,4,4,3
38,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,662,3,43,362,14561,2619,3,1,3,3
43,Male,Divorced,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,9,663,4,72,1001,19627,5679,3,2,3,3
48,Female,Married,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",1,664,4,40,1236,17997,15402,2,4,7,3
44,Female,Single,No,Travel_Rarely,"Human Resources","Human Resources","Life Sciences",1,665,1,50,1112,26894,5985,2,2,4,3
34,Female,Divorced,No,Travel_Rarely,Sales,"Sales Representative","Technical Degree",14,666,3,31,204,2912,2579,3,1,1,3
27,Male,Divorced,Yes,Travel_Rarely,Sales,"Sales Representative",Marketing,2,667,3,85,1420,16346,3041,3,1,0,3
21,Male,Single,No,Travel_Rarely,Sales,"Sales Representative","Technical Degree",22,669,3,49,1343,24444,3447,3,1,1,3
44,Male,Married,No,Travel_Rarely,"Research & Development",Manager,Other,3,671,4,35,1315,9358,19513,3,5,4,3
22,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,6,675,1,69,604,12145,2773,3,1,0,4
33,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,8,677,3,39,1216,20431,7104,3,2,0,3
32,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",9,679,1,92,646,18089,6322,3,2,1,3
30,Female,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,3,680,3,71,160,22653,2083,3,1,1,4
53,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,1,682,4,34,238,7507,8381,3,2,7,4
34,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,683,2,42,1397,7660,2691,3,1,1,3
45,Female,Married,Yes,Travel_Frequently,Sales,"Sales Executive","Life Sciences",26,684,1,100,306,5630,4286,3,2,2,3
26,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",6,686,3,71,991,17759,2659,3,1,1,3
37,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Other,3,689,3,36,482,9606,9434,3,3,1,3
29,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,3,690,2,62,1176,3487,5561,3,2,1,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",6,691,2,82,1017,19368,6646,1,2,1,3
33,Male,Divorced,No,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",6,692,3,30,1296,5335,7725,3,2,3,4
54,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources",Medical,19,698,3,88,397,6729,10725,3,3,2,3
36,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,9,699,2,48,913,13934,8847,2,2,2,3
27,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,3,700,1,54,1115,15174,2045,2,1,0,3
20,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,10,701,4,32,1362,26999,1009,3,1,1,3
33,Male,Single,Yes,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",3,702,1,70,1076,3164,3348,3,1,1,3
35,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",3,704,3,41,727,16900,1281,2,1,1,3
23,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,4,705,1,58,885,8544,2819,4,1,2,3
25,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",8,707,4,57,810,15678,4851,4,2,0,4
38,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,709,4,46,243,7791,4028,2,2,0,4
29,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",1,710,2,76,806,18959,2720,1,1,1,3
48,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,712,2,56,817,18597,8120,4,2,3,3
27,Female,Divorced,No,Travel_Frequently,Sales,"Sales Executive",Medical,3,714,4,71,1410,16673,4647,4,2,1,4
37,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",10,715,4,80,1225,15232,4680,4,1,3,3
50,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,28,716,4,74,1207,3297,3221,4,1,1,3
34,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,9,717,4,46,1442,17654,8621,2,3,1,3
24,Female,Single,Yes,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,720,1,65,693,24785,4577,3,2,9,3
39,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",2,721,4,80,408,20978,4553,2,2,1,3
32,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,722,4,55,929,21703,5396,3,2,1,3
50,Male,Married,Yes,Travel_Frequently,Sales,"Sales Executive","Technical Degree",8,723,2,50,562,23452,6796,3,2,3,3
38,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",1,724,2,33,827,19383,7625,4,2,0,3
27,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,725,3,68,608,6009,7412,3,3,1,3
32,Female,Single,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",3,727,3,39,1018,19373,11159,3,3,3,3
47,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,14,728,4,42,703,11825,4960,3,2,2,3
40,Male,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",5,729,4,48,580,23772,10475,2,3,5,4
53,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",7,730,3,59,970,13514,14814,4,4,3,3
41,Male,Divorced,No,Travel_Rarely,"Human Resources",Manager,"Human Resources",10,731,2,73,427,8861,19141,2,5,3,3
60,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,16,732,1,84,1179,11924,5405,3,2,8,3
27,Male,Divorced,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",10,733,4,32,294,4809,8793,3,3,1,4
41,Male,Married,No,Travel_Rarely,"Human Resources",Manager,"Human Resources",1,734,4,59,314,19562,19189,2,5,1,3
50,Male,Married,No,Travel_Rarely,Sales,"Sales Representative",Marketing,8,738,4,54,316,9983,3875,3,1,7,3
28,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,741,1,67,654,3872,2216,1,1,7,3
36,Female,Married,No,Non-Travel,"Research & Development","Research Director","Life Sciences",8,742,1,63,427,20335,11713,4,3,9,3
38,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,743,3,81,168,15397,7861,3,3,4,3
44,Male,Single,No,Non-Travel,"Research & Development","Laboratory Technician",Medical,24,744,1,49,381,2104,3708,1,1,2,3
47,Female,Divorced,No,Travel_Frequently,Sales,"Sales Executive",Medical,3,746,4,49,217,10225,13770,3,4,9,3
30,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,27,747,3,99,501,25275,5304,3,2,7,4
29,Male,Single,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",10,749,3,99,1396,2755,2642,3,1,1,3
42,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Research Scientist",Medical,19,752,3,57,933,20366,2759,4,1,6,3
43,Male,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",15,754,4,47,775,23683,6804,2,2,3,3
34,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,8,757,2,96,970,7360,6142,3,2,3,3
23,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,9,758,2,37,650,4344,2500,3,1,1,3
39,Female,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",3,760,3,44,141,18767,6389,4,2,9,3
56,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,9,762,3,81,832,20420,11103,3,4,7,3
40,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,763,4,86,804,22929,2342,2,1,0,4
27,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,7,764,4,55,975,23398,6811,2,2,8,3
29,Male,Divorced,No,Travel_Rarely,Sales,"Sales Representative",Marketing,10,766,4,83,1090,17967,2297,3,1,1,3
53,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",6,769,4,86,346,10919,2450,3,2,2,3
35,Female,Divorced,No,Non-Travel,"Research & Development","Healthcare Representative","Life Sciences",2,771,4,61,1225,4761,5093,3,2,2,3
32,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",24,772,1,80,430,21146,5309,3,2,1,3
38,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,773,4,92,268,20471,3057,3,1,6,3
34,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",8,775,2,32,167,4187,5121,3,2,3,3
52,Male,Married,No,Travel_Rarely,Sales,Manager,Marketing,3,776,3,31,621,10084,16856,2,4,1,3
33,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Other,1,780,4,63,527,5207,2686,3,1,1,3
25,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,26,781,3,32,883,22807,6180,3,2,1,4
45,Male,Single,No,Travel_Rarely,Sales,"Sales Representative","Technical Degree",2,783,2,46,954,12388,6632,1,2,0,3
23,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,10,784,1,79,310,19630,3505,4,1,1,3
47,Female,Single,Yes,Travel_Frequently,Sales,"Sales Executive","Life Sciences",27,785,2,77,719,10339,6397,4,2,4,3
34,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Other,2,786,4,60,304,18686,6274,3,2,1,4
55,Male,Married,Yes,Travel_Rarely,"Research & Development",Manager,Medical,2,787,4,78,725,21199,19859,3,5,5,3
36,Male,Single,No,Non-Travel,Sales,"Sales Executive","Life Sciences",8,789,1,76,1434,14229,7587,2,3,1,3
52,Male,Married,No,Non-Travel,"Research & Development","Research Scientist",Medical,19,791,4,41,715,26589,4258,3,1,0,3
26,Female,Divorced,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",1,792,1,71,575,5288,4364,1,1,3,3
29,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,27,793,2,66,657,25549,4335,3,2,4,3
26,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive","Technical Degree",8,796,4,38,1146,3064,5326,2,2,6,3
34,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,797,2,72,182,13551,3280,4,1,2,3
54,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,19,799,4,95,376,22670,5485,3,2,9,3
27,Male,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,8,800,3,84,829,24008,4342,3,2,0,3
37,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",10,802,4,82,571,19905,2782,3,1,0,3
38,Female,Single,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",2,803,1,75,240,26085,5980,4,2,6,3
34,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,804,3,86,121,7530,4381,2,1,1,3
35,Female,Married,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",8,805,1,72,384,20317,2572,3,1,1,3
30,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,806,4,38,921,24375,3833,1,1,3,4
40,Female,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative",Medical,2,807,3,38,791,9931,4244,4,2,1,4
34,Female,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",8,808,3,93,1111,13305,6500,3,2,5,3
42,Male,Divorced,No,Travel_Frequently,"Research & Development",Manager,"Life Sciences",8,809,2,66,570,16225,18430,3,5,1,3
23,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",6,811,3,63,1243,3445,1601,4,1,1,4
24,Male,Divorced,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",9,812,3,60,1092,26551,2694,2,1,1,3
52,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",11,813,4,82,1325,21821,3149,3,2,8,4
50,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,2,815,3,64,691,6881,17639,3,4,5,3
29,Female,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,816,2,36,805,6689,2319,2,1,1,3
33,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,7,817,3,49,213,25995,11691,3,3,0,3
33,Female,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,16,819,1,69,118,26507,5324,3,2,5,3
47,Female,Married,No,Travel_Rarely,"Research & Development",Manager,Other,2,820,3,33,202,12982,16752,3,4,1,3
36,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Other,1,823,3,35,676,23361,5228,3,2,0,3
29,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",23,824,3,81,1252,23779,2700,4,1,1,4
58,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Director","Life Sciences",2,825,4,31,286,25761,19246,3,5,7,3
35,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,826,4,40,1258,13301,2506,4,1,3,3
42,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,827,4,43,932,4051,6062,2,2,9,3
28,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,828,3,46,890,16374,4382,3,1,6,3
36,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",13,829,3,36,1041,25527,2143,3,1,4,3
32,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",4,830,3,98,859,19124,6162,2,2,1,3
40,Male,Single,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,16,832,1,51,720,11983,5094,2,2,6,3
30,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,2,833,3,52,946,20234,6877,2,2,5,4
45,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,834,2,95,252,6153,2274,2,1,1,3
42,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",29,836,2,98,933,11806,4434,3,2,1,3
38,Male,Divorced,No,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",12,837,1,45,471,4284,6288,2,2,2,3
34,Female,Single,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",16,838,3,100,702,8306,2553,2,1,1,3
49,Female,Married,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,11,840,3,43,1184,5860,7654,3,3,1,3
55,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Medical,2,842,3,37,436,21519,5160,3,2,4,3
43,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",14,843,2,94,589,5200,17159,3,4,6,4
27,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Technical Degree",5,844,3,42,269,8842,12808,2,3,1,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Other,7,845,3,59,950,18869,10221,3,3,3,4
28,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,846,2,81,760,3698,4779,3,2,1,4
34,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",3,847,3,88,829,2243,3737,3,1,0,3
26,Female,Married,Yes,Travel_Frequently,"Research & Development","Research Scientist",Medical,5,848,3,88,887,20898,2366,2,1,1,3
27,Male,Married,No,Non-Travel,"Research & Development","Research Scientist",Medical,3,850,4,50,443,16571,1706,3,1,1,3
51,Female,Married,No,Travel_Rarely,Sales,Manager,Marketing,26,851,1,66,1318,5594,16307,3,4,2,3
44,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,4,852,4,50,625,5197,5933,3,2,9,3
25,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,854,1,65,180,21632,3424,4,1,7,3
33,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Medical,1,855,1,48,586,21816,4037,4,2,1,4
35,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,27,856,3,53,1343,17852,2559,2,1,1,3
36,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",1,857,2,56,928,2823,6201,3,2,1,3
32,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",13,859,2,73,117,9250,4403,3,2,2,3
30,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",5,861,2,75,1012,2373,3761,2,1,9,3
53,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,862,1,78,661,20715,10934,2,3,7,3
45,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,9,864,4,74,930,19239,10761,3,3,4,3
32,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,8,865,3,91,638,22162,5175,4,2,5,3
52,Female,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,25,867,3,81,890,19028,13826,2,4,3,4
37,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,16,868,4,66,342,24558,6334,2,2,4,3
28,Male,Divorced,No,Travel_Rarely,"Human Resources","Human Resources",Medical,8,869,2,63,1169,23965,4936,2,1,1,3
22,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,872,4,33,1230,19146,4775,2,2,6,4
44,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",8,874,1,62,986,5044,2818,4,1,2,4
42,Male,Single,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,2,875,2,35,1271,9068,2515,3,1,5,3
36,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Life Sciences",8,878,1,77,1278,8635,2342,2,1,0,4
25,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Other,3,879,3,98,141,14363,4194,3,2,1,3
35,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",9,880,4,66,607,23457,10685,2,3,1,4
35,Female,Divorced,Yes,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",25,881,4,96,130,16612,2022,3,1,1,3
32,Male,Divorced,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",1,882,4,61,300,9148,2314,3,1,0,3
25,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,4,885,3,87,583,18154,4256,2,2,1,3
49,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,887,3,36,1418,10554,3580,3,1,2,3
24,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",4,888,1,46,1269,10778,3162,2,1,0,3
32,Male,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",5,889,2,48,379,8891,6524,3,2,1,3
38,Male,Married,No,Travel_Rarely,Sales,"Sales Representative",Marketing,9,893,2,98,395,12102,2899,2,1,0,3
42,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",3,894,3,95,1265,23726,5231,4,2,2,3
31,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",11,895,4,48,1222,14871,2356,3,1,3,3
29,Female,Divorced,Yes,Travel_Rarely,Sales,"Sales Representative",Medical,1,896,2,48,341,23522,2800,2,1,6,3
53,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,8,897,1,73,868,22789,11836,3,4,5,3
35,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",25,899,4,78,672,9129,10903,2,3,3,3
37,Female,Married,No,Travel_Frequently,Sales,"Sales Representative",Medical,21,900,3,54,1231,21222,2973,3,1,5,3
53,Female,Single,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",23,901,4,72,102,20206,14275,3,4,6,3
43,Female,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",1,902,4,33,422,21782,5562,3,2,4,3
47,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,903,3,35,249,17783,4537,3,2,0,4
37,Male,Single,No,Non-Travel,Sales,"Sales Executive",Medical,19,904,1,32,1252,4814,7642,3,3,1,3
50,Male,Divorced,No,Non-Travel,"Research & Development",Manager,"Life Sciences",2,905,1,98,881,4544,17924,3,4,1,3
39,Female,Married,No,Travel_Rarely,"Human Resources","Human Resources","Life Sciences",2,909,4,42,1383,7790,5204,2,2,8,3
